from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5868757;5859425;47;3282;42;27;3222;43;27;3222;15;3927;14;3927
5868758;5859425;52;3663;45;32;3690;46;31;3690;17;4334;16;4334
5868759;5859425;74;5173;68;57;6091;71;55;5420;18;4673;17;4673
5868760;5859425;71;4999;67;54;5917;70;53;5247;20;5952;18;5952
5868761;5859425;81;5687;74;60;11471;79;63;5935;21;6796;19;6796
5868762;5859425;76;5337;70;55;11118;74;59;6255;20;6437;18;6437
5868763;5859425;81;5677;73;56;11184;79;63;5924;19;6205;18;6205
5868764;5859425;82;5728;74;57;11235;79;63;5975;20;6549;18;6549
5868765;5859425;109;7605;89;79;15387;101;89;11307;20;6843;18;6843
5868766;5859425;89;6225;69;61;12354;82;69;9924;22;7135;20;7135
5868767;5859425;99;6952;69;62;12407;86;71;6995;23;9303;20;9119
5868768;5859425;97;6780;69;59;10442;80;69;6823;25;8961;23;8961
5868769;5859425;104;7304;69;59;13946;86;71;7737;21;8338;19;8338
5868770;5859425;106;7416;69;56;13750;83;70;7650;22;8287;20;8287
5868771;5859425;112;7830;72;58;14350;91;74;11778;22;8758;20;8758
5868772;5859425;114;7991;71;54;14102;87;74;8624;22;8926;20;8926
5868773;5859425;121;8471;71;57;14686;85;71;11525;24;9474;22;9474
5868774;5859425;122;8538;70;59;14825;80;70;14610;23;9468;21;9468
5868775;5859425;124;8657;70;56;14985;77;65;14257;24;9907;22;10021
5868776;5859425;128;8930;70;59;15200;77;65;13938;24;10070;21;10070
5868777;5859425;132;9207;70;56;13701;75;61;13701;24;10265;21;10265
5868778;5859425;136;9512;70;54;13507;73;59;13507;24;10504;22;10504
5868779;5859425;141;9879;68;50;13261;67;56;10923;24;10893;21;10893
5868780;5859425;144;10087;71;53;13501;72;58;13501;24;10945;21;10945
5868781;5859425;149;10404;76;58;13819;77;63;13819;30;12865;27;12865
5868782;5859425;159;11153;82;66;14374;85;71;14374;30;12708;27;12708
5868783;5859425;165;11522;84;70;18815;89;76;16031;28;12735;25;12735
5868784;5859425;165;11561;83;66;18891;87;75;15953;29;13365;26;13369
5868785;5859425;165;11570;83;66;18911;90;76;16482;29;13341;26;13345
5868786;5859425;168;11791;83;69;19366;92;78;16937;28;13701;25;13705
5868787;5859425;174;12214;86;73;19639;96;81;17210;33;13828;30;14073
5868788;5859425;179;12501;84;71;20162;95;79;17733;28;13872;25;13875
5868789;5859425;181;12695;83;69;20132;95;76;17702;28;13912;25;13916
5868790;5859425;185;12920;86;73;20439;100;81;18010;30;14171;26;14175
5868791;5859425;192;13432;91;79;21142;100;86;18712;31;14796;27;14799
5868792;5859425;194;13557;89;78;21897;97;85;19468;32;15758;28;15452
5868793;5859425;199;13949;90;75;21676;97;82;19247;34;16314;31;16008
5868794;5859425;202;14116;91;76;21957;98;83;19528;32;16375;28;16069
5868795;5859425;210;14687;92;82;22504;100;89;20074;33;16812;29;16819
5868796;5859425;213;14937;91;76;21469;95;81;21469;35;17311;30;17319
5868797;5859425;217;15167;91;73;21211;93;78;21211;34;17137;30;17145
5868798;5859425;219;15349;86;68;20899;88;73;20899;35;17424;31;17432
5868799;5859425;223;15583;83;65;20697;84;70;20697;36;17762;32;17770
5868800;5859425;228;15951;89;76;23133;89;74;20986;38;18095;33;18103
5868801;5859425;232;16264;91;74;21288;93;79;21288;41;18357;36;18364
5868802;5859425;259;18152;116;99;26404;118;100;21919;40;18127;35;18135
5868803;5859425;258;18035;106;87;23799;109;94;21461;40;18601;35;18651
5868804;5859425;257;17965;118;104;25659;121;109;23321;40;18818;34;18867
5868805;5859425;256;17915;117;103;25609;120;106;25609;41;18787;36;18795
5868806;5859425;254;17814;116;102;25508;117;105;25508;39;18466;34;18474
5868807;5859425;256;17902;117;103;25596;120;106;25596;41;18874;36;18882
5868808;5859425;260;18206;115;100;27283;122;116;26584;37;22257;32;22271
5868809;5859425;273;19111;106;88;24116;117;100;24092;37;22148;32;22162
5868810;5859425;277;19407;107;90;24266;121;102;24242;35;21047;31;21062
5868811;5859425;279;19547;111;98;27138;117;99;33469;35;21552;31;21566
5868812;5859425;282;19759;110;92;29588;117;99;33428;37;21850;32;21865
5868813;5859425;287;20082;113;105;31183;122;103;33751;37;22179;32;22194
5868814;5859425;296;20727;109;89;28715;124;104;28715;39;22785;34;22800
5868815;5859425;298;20840;116;106;31548;123;115;27989;39;22863;34;22878
5868816;5859425;302;21136;115;105;28889;129;114;27547;42;23311;36;23326
5868817;5859425;314;21998;133;116;32645;131;107;26986;43;24203;38;24218
5868818;5859425;323;22603;136;121;26461;134;112;27338;46;25912;40;25927
5868819;5859425;324;22701;132;118;26291;138;114;27437;47;25974;41;25989
5868820;5859425;329;23023;139;123;26612;141;118;27758;46;26116;40;26131
5868821;5859425;333;23334;144;123;26651;147;125;26651;48;26421;43;26436
5868822;5859425;336;23529;149;126;26845;145;128;26845;49;26312;43;26327
5868823;5859425;337;23556;150;127;26872;148;129;26872;51;25504;45;25518
5868824;5859425;342;23931;150;132;27248;146;126;28999;53;25688;48;25703
5868825;5859425;357;25023;164;143;28414;163;139;26718;57;26132;51;26146
5868826;5859425;357;24967;164;142;28358;163;138;26661;60;26487;54;26502
5868827;5859425;361;25276;164;147;28666;163;142;26970;62;26710;56;26724
5868828;5859425;368;25744;169;153;29135;167;149;27438;59;26517;53;26532
5870541;5859425;379;26505;145;116;36672;150;125;44861;58;35344;52;35344
5870542;5859425;377;26360;143;116;36640;150;125;44829;58;35235;51;35235
5870543;5859425;366;25636;143;116;36365;150;124;44554;56;34851;49;34851
5870544;5859425;367;25672;139;131;37032;150;122;44346;55;34523;49;34523
5870545;5859425;392;27458;147;118;35957;150;126;44145;54;34339;48;34339
5870546;5859425;409;28629;157;134;37127;164;143;45315;55;34430;49;34430
5870547;5859425;412;28853;161;137;37352;168;146;45540;58;34858;51;34858
5870548;5859425;400;27972;155;125;36470;154;134;44658;52;33842;47;33842
5870549;5859425;408;28563;157;133;37061;164;142;45250;53;33974;48;33974
5870550;5859425;409;28607;157;134;37105;164;143;45293;57;34962;50;34962
5870551;5859425;332;23243;141;118;33239;160;127;35355;56;34768;50;34768
5870552;5859425;327;22916;141;116;33108;160;125;35225;58;34579;52;34579
5870553;5859425;321;22463;151;123;33603;166;132;35719;60;34563;54;34563
5870554;5859425;323;22636;151;127;33835;166;136;35951;57;34138;51;34138
5870555;5859425;307;21503;151;131;33052;173;140;35169;56;34254;50;34254
5870556;5859425;303;21209;151;128;32893;166;137;35009;58;34526;52;34526
5870557;5859425;300;21011;151;133;33219;173;142;35336;59;33912;53;33912
5870558;5859425;299;20907;156;137;32726;173;145;34842;57;33756;52;33756
5870559;5859425;301;21097;163;126;34290;179;147;35032;58;33915;52;33915
5870560;5859425;302;21122;163;127;34315;179;148;35057;60;34237;54;34237
5870561;5859425;304;21259;163;129;34452;186;150;35194;59;34161;53;34161
5870562;5859425;306;21434;174;144;34823;191;165;35565;56;34603;51;34603
5870563;5859425;305;21358;174;143;34747;191;164;35489;58;34893;52;34893
5870564;5859425;307;21503;175;145;34892;196;166;35634;56;34794;51;34794
5870565;5859425;308;21554;175;146;34943;196;167;35685;58;35150;52;35150
5870566;5859425;318;22259;188;156;35648;209;178;35218;60;35601;54;35601
5870567;5859425;320;22425;189;158;35814;209;180;35384;61;35940;55;35940
5870568;5859425;326;22809;189;164;36198;212;152;33630;61;36225;55;36225
5870569;5859425;327;22886;195;165;36275;212;153;33707;61;36344;56;36344
5870570;5859425;212;14863;160;132;24702;160;133;17145;43;22696;39;22947
5870571;5859425;215;15016;160;135;24856;159;135;17298;43;22596;39;22847
5870572;5859425;214;14965;160;134;24805;159;134;17248;44;22893;40;23144
5870573;5859425;202;14156;152;131;21941;156;132;15092;46;23271;42;23522
5870574;5859425;208;14593;150;134;32549;150;136;22557;49;23357;45;23607
5870575;5859425;209;14639;151;135;32595;150;136;22603;45;21409;42;21660
5870576;5859425;211;14769;151;137;32724;153;138;22733;43;21347;40;21597
5870577;5859425;177;12362;115;94;12994;132;103;13022;44;21395;40;21646
5870578;5859425;174;12153;112;91;12786;128;100;12813;42;20919;38;21170
5870579;5859425;169;11801;107;86;12434;119;95;12461;41;18955;36;18955
5870580;5859425;166;11648;107;84;12281;115;92;12308;40;18580;36;18580
5870581;5859425;161;11256;103;85;18766;112;87;11916;41;18447;37;18447
5870582;5859425;156;10936;102;86;18496;110;90;12142;38;17944;34;17944
5870583;5859425;151;10561;101;85;19061;106;97;18328;38;17831;35;17831
5870584;5859425;147;10324;108;89;18264;116;104;19439;38;17194;34;17194
5870585;5859425;143;9993;108;85;17933;110;97;16740;37;16911;33;16911
5870586;5859425;139;9749;101;81;17689;110;93;16496;37;16692;33;16692
5870587;5859425;135;9455;95;77;17395;108;89;16202;36;16358;32;16358
5870588;5859425;131;9187;92;73;17127;106;85;15934;36;16154;32;16154
5870589;5859425;130;9084;89;72;17024;101;84;15831;36;16061;32;16061
5870590;5859425;122;8560;85;64;16499;94;76;15306;35;15711;31;15711
5870591;5859425;120;8392;83;62;16161;92;74;14968;37;15402;33;15402
5870592;5859425;123;8579;83;63;16191;92;75;14998;36;15538;32;15538
5870593;5859425;127;8917;87;68;16548;97;80;15355;35;14810;31;14810
5870594;5859425;108;7540;91;78;15548;94;80;7617;34;14333;29;14333
5870595;5859425;108;7583;91;79;15591;95;81;7660;35;14408;31;14408
5870596;5859425;122;8513;109;92;16996;114;102;14737;32;13527;29;13527
5870597;5859425;97;6761;89;74;14855;90;76;6924;30;13413;27;13413
5870598;5859425;89;6203;87;71;14431;86;74;6500;29;13017;26;13017
5870599;5859425;80;5566;80;80;5566;79;75;6539;30;12350;27;12350
5870600;5859425;77;5400;77;77;5400;77;77;5400;30;12249;27;12249
5870601;5859425;61;4249;61;61;4249;61;61;4249;28;11836;25;11836
5870602;5859425;59;4128;59;59;4128;59;59;4128;26;10662;24;10662
5870603;5859425;59;4115;59;59;4115;59;59;4115;28;10777;25;10777
5870604;5859425;51;3590;51;51;3590;51;51;3590;26;10208;24;10208
5870605;5859425;52;3650;52;52;3650;52;52;3650;29;10305;27;10305
5870606;5859425;35;2441;35;35;2441;35;35;2441;27;9610;25;9610
5870607;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5870608;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5870609;5859425;32;2244;32;32;2244;32;32;2244;13;2152;13;2152
5870610;5859425;54;3794;54;54;3794;54;54;3794;13;2282;13;2282
5870611;5859425;49;3453;49;49;3453;49;49;3453;15;2412;15;2412
5870612;5859425;32;2257;32;32;2257;32;32;2257;15;2831;14;2831
5870613;5859425;31;2148;31;31;2148;31;31;2148;16;3100;15;3100
5870614;5859425;34;2362;34;34;2362;34;34;2362;12;2847;12;2847
5870615;5859425;42;2941;42;42;2941;42;42;2941;13;3569;13;3569
5870616;5859425;46;3232;44;38;4712;44;35;3210;17;3870;16;3870
5870617;5859425;46;3229;46;46;3229;46;46;3229;17;4322;16;4322
5870618;5859425;51;3568;44;29;3487;45;28;3487;18;4360;17;4360
5870619;5859425;53;3686;45;31;3643;46;30;3643;18;4411;17;4411
5870620;5859425;65;4577;59;48;5495;62;48;5495;20;5460;18;5460
5870621;5859425;67;4694;62;50;5612;63;50;5612;22;5843;20;5843
5870622;5859425;74;5191;67;56;11207;72;56;5439;24;6750;22;6750
5870623;5859425;73;5115;67;55;11120;71;55;5363;19;6355;18;6355
5870624;5859425;76;5285;69;52;10931;73;57;5533;21;6238;19;6238
5870625;5859425;81;5644;69;56;11152;76;62;5892;20;6439;18;6439
5870626;5859425;83;5828;69;60;10498;77;66;6746;21;6760;19;6760
5870627;5859425;87;6110;61;41;6435;75;63;6408;26;7089;24;7089
5870628;5859425;93;6497;63;43;6567;78;65;6540;22;7450;20;7450
5870629;5859425;95;6651;68;57;12106;80;67;6694;23;8731;21;8731
5870630;5859425;102;7124;69;59;13412;83;69;7647;21;8177;19;8177
5870631;5859425;117;8170;79;62;14690;98;77;11977;23;8130;21;8130
5870632;5859425;126;8820;82;67;15001;98;83;12382;23;8870;21;8870
5870633;5859425;115;8064;69;58;14368;86;71;8459;23;9224;21;9224
5870634;5859425;116;8098;71;60;14490;86;72;8493;25;9250;23;9250
5870635;5859425;121;8462;71;59;14822;81;72;8494;27;9619;25;9619
5870636;5859425;127;8902;69;61;15350;78;69;14688;24;9867;21;9867
5870637;5859425;132;9226;74;63;15495;83;69;14486;24;10172;21;10172
5870638;5859425;136;9527;74;58;13827;77;63;13827;23;10099;21;10099
5870639;5859425;135;9468;73;57;13738;77;62;13738;24;10167;22;10167
5870640;5859425;139;9744;72;62;16427;80;65;12638;24;10321;21;10321
5870641;5859425;143;9989;70;52;13424;72;57;13424;24;10804;22;10804
5870642;5859425;146;10237;70;56;13652;72;61;13652;24;11093;21;11093
5870643;5859425;151;10550;76;62;16902;80;65;13964;28;11451;26;11451
5870644;5859425;155;10882;78;67;17234;84;70;14296;28;12608;25;12608
5870645;5859425;158;11069;82;69;17323;87;73;14483;28;13514;25;13518
5870646;5859425;162;11344;83;70;19151;90;76;14758;27;13376;24;13380
5870647;5859425;166;11629;84;69;19140;90;79;16710;26;12845;23;12849
5870648;5859425;174;12159;83;69;19756;95;77;17327;28;13408;25;13640
5870649;5859425;176;12343;83;69;19763;95;78;17334;28;13546;25;13550
5870650;5859425;181;12698;84;70;20122;97;79;17693;30;14029;27;14033
5870651;5859425;190;13265;91;78;20784;100;86;18354;29;14243;26;14247
5870652;5859425;190;13293;91;78;20812;97;86;18383;30;14444;26;14447
5870653;5859425;193;13483;89;77;21870;97;84;19441;30;14679;26;14683
5870654;5859425;196;13729;87;73;21570;94;80;19141;31;14943;27;14947
5870655;5859425;201;14043;90;74;21654;95;81;19225;31;16247;27;15941
5870656;5859425;206;14388;91;77;21154;97;89;20309;32;16617;28;16311
5870657;5859425;211;14783;88;76;21449;94;81;21449;34;16624;30;16631
5870658;5859425;215;15037;89;80;22138;91;77;21144;34;16706;30;16713
5870659;5859425;217;15165;86;68;20863;86;73;20863;34;16826;30;16834
5870660;5859425;221;15462;83;64;20649;84;69;20649;36;17129;31;17137
5870661;5859425;225;15760;86;68;20906;88;73;20906;37;17788;32;17795
5870662;5859425;230;16070;91;73;21222;93;78;21222;38;17885;33;17893
5870663;5859425;235;16474;91;78;21626;98;83;21626;39;18063;34;18071
5870664;5859425;237;16566;92;75;22221;96;82;19882;41;18466;35;18515
5870665;5859425;254;17790;116;102;25484;117;105;25484;40;18650;34;18658
5870666;5859425;251;17546;114;105;25238;115;101;25240;39;18391;33;18399
5870667;5859425;251;17554;114;105;25246;115;101;25248;41;18510;35;18517
5870668;5859425;255;17845;116;102;25539;117;105;25539;38;20208;34;20222
5870669;5859425;258;18038;117;105;25732;121;110;23394;37;19974;33;19989
5870670;5859425;271;18942;113;99;24387;120;104;24387;37;22532;33;20190
5870671;5859425;275;19250;113;102;29048;120;104;33562;35;21318;31;21333
5870672;5859425;279;19551;112;102;33306;119;98;33128;37;22138;33;22153
5870673;5859425;286;20053;112;105;23808;120;103;33722;39;22240;34;22255
5870674;5859425;289;20213;107;91;28271;118;105;33882;39;22619;34;22387
5870675;5859425;296;20718;108;89;28348;122;105;28348;40;23158;35;23172
5870676;5859425;298;20880;108;88;28528;125;104;28528;41;23159;35;23174
5870677;5859425;303;21213;115;105;28861;135;107;24867;40;23296;35;23311
5870678;5859425;317;22198;136;119;32845;132;110;27186;44;24222;38;24236
5870679;5859425;327;22857;133;117;26174;136;119;26174;46;25870;40;25884
5870680;5859425;324;22699;130;114;26016;136;116;26016;48;25786;42;25800
5870681;5859425;329;23016;139;119;26333;143;121;26333;46;25602;40;25617
5870682;5859425;330;23104;141;120;26421;146;122;26421;46;26070;40;26085
5870683;5859425;331;23156;141;121;26473;146;123;26473;48;26257;42;26271
5870684;5859425;337;23560;150;127;26876;145;129;26876;49;25208;43;25223
5870685;5859425;347;24268;151;132;27659;151;133;27659;53;25599;47;25614
5870686;5859425;351;24579;159;137;27970;154;143;31330;55;26001;49;26015
5870687;5859425;355;24817;162;140;28208;161;147;31568;57;26277;51;26291
5870688;5859425;362;25330;164;147;28721;163;142;28994;59;26506;53;26520
5870689;5859425;364;25453;164;149;28844;163;144;29116;61;26962;55;26977
5872400;5859425;379;26496;153;122;37080;153;131;45269;57;35248;51;35248
5872401;5859425;380;26626;141;131;37344;150;122;44658;57;34960;50;34960
5872402;5859425;379;26560;139;129;37172;147;120;44486;57;34828;51;34828
5872403;5859425;371;25991;139;131;37044;150;122;44358;55;34342;48;34342
5872404;5859425;369;25804;137;127;36783;147;118;44097;56;34470;49;34470
5872405;5859425;388;27145;141;131;36518;150;122;43832;54;34122;48;34122
5872406;5859425;388;27126;139;131;36499;150;122;43813;56;34288;50;34288
5872407;5859425;397;27780;153;122;36278;154;131;44466;59;34987;53;34987
5872408;5859425;403;28240;157;129;36738;158;138;44926;51;33597;47;33597
5872409;5859425;404;28283;157;129;36781;158;138;44969;52;33589;47;33589
5872410;5859425;379;26519;163;140;37536;171;149;45724;52;33526;47;33526
5872411;5859425;333;23325;146;119;33321;160;128;35437;57;34916;51;34916
5872412;5859425;327;22908;141;117;32751;160;126;34868;56;34396;50;34396
5872413;5859425;319;22357;151;128;32885;166;137;35001;58;34222;52;34222
5872414;5859425;317;22219;151;126;32746;166;135;34863;54;33692;48;33692
5872415;5859425;309;21643;151;123;32503;166;132;34619;56;34126;50;34126
5872416;5859425;308;21543;151;129;32906;166;138;35023;57;34418;51;34418
5872417;5859425;302;21140;151;132;32406;173;140;34523;56;33713;50;33713
5872418;5859425;295;20624;151;133;32442;173;141;34558;54;33350;48;33350
5872419;5859425;294;20588;151;132;32407;173;140;34523;54;33666;49;33666
5872420;5859425;299;20912;157;124;34105;173;145;34847;57;34078;52;34078
5872421;5859425;301;21094;163;126;34287;179;147;35028;57;33563;51;33563
5872422;5859425;304;21246;174;141;34635;191;162;35377;57;34634;51;34634
5872423;5859425;303;21184;174;140;34574;186;161;35315;56;34765;51;34765
5872424;5859425;303;21216;174;141;34605;191;162;35347;57;34732;51;34732
5872425;5859425;308;21537;175;146;34926;196;167;35668;59;35187;54;35187
5872426;5859425;322;22564;189;160;35953;212;148;33385;63;35797;57;35797
5872427;5859425;322;22558;189;160;35947;212;148;33380;62;35528;56;35528
5872428;5859425;230;16119;170;150;32256;168;159;25672;60;36262;54;36262
5872429;5859425;228;15946;166;147;32083;167;157;25499;45;22773;41;23024
5872430;5859425;223;15632;161;147;25686;163;152;25186;43;22433;39;22684
5872431;5859425;217;15192;160;137;25045;159;138;17488;42;22417;38;22668
5872432;5859425;215;15047;160;142;25333;161;142;17776;43;22566;39;22817
5872433;5859425;206;14405;152;134;22190;159;136;15340;44;23023;40;23274
5872434;5859425;206;14415;149;132;32371;149;133;22379;46;23112;42;23363
5872435;5859425;205;14335;149;130;32290;149;132;22299;44;21279;40;21530
5872436;5859425;206;14411;149;131;32366;149;133;22375;40;20760;36;21011
5872437;5859425;177;12372;115;94;13004;132;103;13032;42;21222;38;21473
5872438;5859425;173;12137;112;91;12770;128;99;12797;40;20765;36;21016
5872439;5859425;169;11800;107;86;12433;119;95;12460;39;20926;36;21177
5872440;5859425;167;11716;107;85;12349;115;93;12376;43;21442;39;19083
5872441;5859425;166;11592;107;90;19102;115;92;12252;43;18557;39;18557
5872442;5859425;156;10926;108;88;19328;110;100;18578;38;17653;34;17653
5872443;5859425;156;10903;107;88;19305;110;100;18555;39;17593;35;17593
5872444;5859425;148;10336;108;90;18276;118;105;19531;38;17229;34;17229
5872445;5859425;146;10191;108;87;18131;114;99;16938;39;17203;35;17203
5872446;5859425;144;10092;108;86;18032;114;98;16839;41;16941;37;16941
5872447;5859425;138;9645;99;80;17585;110;92;16392;39;16561;35;16561
5872448;5859425;132;9250;92;74;17190;108;86;15997;36;16166;33;16166
5872449;5859425;128;8931;87;69;16871;101;81;15678;35;15808;31;15808
5872450;5859425;126;8819;87;65;16360;97;77;15167;35;15579;31;15579
5872451;5859425;126;8802;83;62;16152;92;74;14959;33;15266;30;15266
5872452;5859425;125;8784;83;62;16147;92;74;14954;36;15091;33;15091
5872453;5859425;129;9018;87;67;16455;97;79;15262;35;15047;32;15047
5872454;5859425;112;7861;94;83;15869;102;86;7938;33;14344;29;14344
5872455;5859425;111;7791;90;79;16688;101;85;7868;34;15396;31;14712
5872456;5859425;127;8862;109;91;17022;121;107;15086;34;15344;31;15344
5872457;5859425;95;6616;88;77;14843;90;80;6913;31;13460;27;13460
5872458;5859425;92;6415;87;74;14642;89;77;6711;31;13357;28;13357
5872459;5859425;81;5640;81;81;5640;81;81;5640;30;13124;27;13124
5872460;5859425;73;5118;73;68;11747;73;73;5118;32;12504;29;12504
5872461;5859425;74;5168;74;74;5168;74;74;5168;28;11685;24;11685
5872462;5859425;56;3914;56;56;3914;56;56;3914;26;10473;24;10473
5872463;5859425;51;3598;51;51;3598;51;51;3598;25;10165;23;10165
5872464;5859425;48;3333;48;48;3333;48;48;3333;25;9950;23;9950
5872465;5859425;46;3206;46;46;3206;46;46;3206;28;9863;26;9863
5872466;5859425;36;2519;36;36;2519;36;36;2519;26;9557;24;9557
5872467;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5872468;5859425;35;2448;35;35;2448;35;35;2448;26;8942;24;8942
5872469;5859425;35;2432;35;35;2432;35;35;2432;28;8849;26;8849
5872470;5859425;55;3857;55;55;3857;55;55;3857;14;2342;14;2342
5872471;5859425;57;3968;57;57;3968;57;57;3968;26;8494;25;8494
5872472;5859425;47;3262;46;44;5460;47;47;3262;17;3006;17;3006
5872473;5859425;47;3303;47;39;5110;46;39;5110;15;3044;15;3044
5872474;5859425;50;3493;44;35;4820;47;35;4820;18;5164;16;5164
5872475;5859425;57;3978;46;31;4563;47;31;4563;19;4045;18;4045
5872476;5859425;48;3393;45;36;4590;46;35;4590;15;3878;15;3878
5872477;5859425;50;3532;44;33;4334;45;32;4334;18;6010;16;6010
5872478;5859425;51;3575;44;34;3823;48;33;3823;17;4353;16;4353
5872479;5859425;58;4091;53;42;5009;53;40;4339;16;4679;15;4679
5872480;5859425;61;4290;54;44;4462;59;43;4538;20;5358;18;5358
5872481;5859425;64;4514;59;47;5432;61;47;5432;19;5420;17;5420
5872482;5859425;74;5158;66;56;6049;70;55;5406;18;5599;16;5599
5872483;5859425;80;5585;72;55;11099;77;63;6503;21;6177;19;5965
5872484;5859425;79;5534;69;54;11461;75;62;6452;20;6135;18;6135
5872485;5859425;83;5803;68;50;11146;77;66;7876;22;6628;20;6628
5872486;5859425;86;6046;68;55;11482;76;68;6794;23;6812;21;6812
5872487;5859425;92;6423;69;55;11769;77;69;6833;25;7330;23;7330
5872488;5859425;92;6451;68;54;12057;77;67;6679;23;9226;21;9200
5872489;5859425;97;6767;69;56;12355;81;69;8467;27;9449;24;9423
5872490;5859425;97;6810;66;44;7437;80;66;7410;19;7482;17;7482
5872491;5859425;101;7058;61;42;7241;75;63;7214;19;7768;18;7768
5872492;5859425;104;7305;68;57;13226;80;67;7460;23;8000;21;8000
5872493;5859425;108;7556;66;45;8072;78;65;8044;27;8273;25;9523
5872494;5859425;114;7952;63;44;8012;75;64;7985;28;9825;25;9825
5872495;5859425;117;8177;69;57;11828;80;68;8210;30;9756;28;9756
5872496;5859425;125;8776;69;57;14206;77;68;8794;23;9545;20;9545
5872497;5859425;124;8704;68;56;14134;76;67;8722;22;9447;20;9447
5872498;5859425;128;8972;69;60;14403;80;69;12938;22;9597;20;9597
5872499;5859425;132;9229;71;62;16463;78;65;12674;23;9878;21;9878
5872500;5859425;136;9488;71;59;13880;75;62;12464;23;10190;21;10190
5872501;5859425;144;10054;73;57;13780;77;62;13780;26;11375;24;11375
5872502;5859425;149;10413;74;62;16861;80;66;14002;27;11592;24;11592
5872503;5859425;151;10544;74;61;16854;80;66;14012;26;11534;23;11534
5872504;5859425;157;10965;80;68;17665;85;71;14380;31;12507;28;12507
5872505;5859425;162;11320;82;69;17783;90;76;14734;27;13490;24;13494
5872506;5859425;164;11510;82;68;17927;90;81;13529;27;13607;24;13611
5872507;5859425;169;11857;82;69;18344;92;83;13946;31;13435;28;13439
5872508;5859425;171;12004;82;67;19664;94;76;17235;26;13173;23;13177
5872509;5859425;176;12343;84;70;19856;95;79;17427;28;13641;25;13645
5872510;5859425;181;12680;85;72;20289;97;81;17860;29;13834;25;13838
5872511;5859425;184;12847;87;76;20574;96;85;18145;31;14305;28;14309
5872512;5859425;188;13161;87;75;19999;99;89;15601;30;14612;26;14616
5872513;5859425;200;13979;88;74;20407;95;86;19562;31;15261;27;15265
5872514;5859425;200;14006;88;77;21834;95;84;19405;32;15446;28;15436
5872515;5859425;204;14270;88;78;21937;96;85;19508;34;15784;31;15775
5872516;5859425;206;14396;88;76;21416;97;88;20570;34;16733;30;16428
5872517;5859425;209;14606;88;76;21383;94;81;21447;33;16249;29;16256
5872518;5859425;213;14902;88;76;21756;92;78;21266;34;16664;30;16672
5872519;5859425;216;15124;88;77;21830;92;76;21110;35;16883;30;16891
5872520;5859425;221;15488;91;78;23243;92;76;21096;38;17935;33;17943
5872521;5859425;225;15778;89;77;23187;89;75;21040;38;17555;33;17563
5872522;5859425;228;15942;91;74;21346;93;79;21346;36;17607;31;17615
5872523;5859425;231;16182;91;78;21586;95;83;21586;38;17853;32;17861
5872524;5859425;236;16509;92;76;22344;99;83;20006;41;18314;35;17597
5872525;5859425;238;16668;95;78;22462;103;85;20124;38;17601;33;17609
5872526;5859425;247;17317;106;91;25008;110;98;25011;39;18381;33;18389
5872527;5859425;249;17428;112;107;32743;110;101;25590;38;20063;34;20077
5872528;5859425;252;17674;109;92;26595;116;103;25368;37;20063;32;20077
5872529;5859425;266;18596;106;89;24758;118;101;24735;38;19913;33;19928
5872530;5859425;270;18919;113;101;25057;120;106;25057;37;20174;32;20189
5872531;5859425;281;19636;108;90;27414;116;104;33558;35;21139;31;21153
5872532;5859425;282;19758;110;92;27753;114;101;33305;37;22243;32;22257
5872533;5859425;285;19918;106;90;27673;115;101;23369;40;22473;35;22488
5872534;5859425;288;20170;106;88;28051;118;101;23408;41;22801;36;22569
5872535;5859425;292;20431;108;88;28284;118;104;28284;40;23360;35;23289
5872536;5859425;298;20862;112;91;28492;126;104;24294;42;23709;36;23638
5872537;5859425;298;20873;115;100;24105;123;101;24105;41;23895;36;23910
5872538;5859425;301;21044;118;102;24580;125;103;24580;44;24114;39;24129
5872539;5859425;321;22459;131;111;25775;142;113;25775;44;25300;38;25315
5872540;5859425;321;22492;131;111;25809;142;113;25809;45;25354;40;25368
5872541;5859425;323;22599;131;113;25916;142;115;25916;45;25486;39;25500
5872542;5859425;325;22776;134;115;26092;142;117;26092;47;25885;41;25900
5872543;5859425;333;23289;140;123;26606;147;125;26606;48;24724;42;24739
5872544;5859425;341;23881;150;127;27272;148;133;30632;49;25032;43;25047
5872545;5859425;345;24164;151;131;27555;151;132;27555;51;25454;45;25468
5872546;5859425;352;24612;159;137;28003;157;144;31362;52;25767;46;25782
5872547;5859425;358;25058;164;144;28449;163;138;28722;54;26154;48;26168
5872548;5859425;359;25102;164;144;28492;163;139;28765;56;26346;51;26360
5872549;5859425;362;25324;164;147;28715;163;142;28988;61;26943;55;26957
5872550;5859425;-1;-1;-1;-1;-1;-1;-1;-1;60;26856;54;26870
5874257;5859425;380;26587;151;127;37400;153;136;45589;57;35448;51;35448
5874258;5859425;388;27142;149;119;36868;151;128;45057;57;35360;51;35360
5874259;5859425;381;26667;139;130;37269;150;121;44583;56;34926;50;34926
