from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5874260;5859425;377;26379;137;126;36980;145;117;44294;57;34713;50;34713
5874261;5859425;375;26234;137;128;36837;147;120;44483;56;34529;50;34529
5874262;5859425;374;26165;137;127;36787;147;118;44101;54;34094;48;34094
5874263;5859425;377;26400;137;127;36434;147;118;43748;53;33823;47;33823
5874264;5859425;385;26923;137;128;36296;147;119;43610;57;34088;51;34088
5874265;5859425;389;27255;143;115;35753;150;124;43941;59;34090;53;34090
5874266;5859425;408;28536;157;133;37034;164;142;45223;54;33755;49;33755
5874267;5859425;409;28605;157;134;37103;164;143;45292;51;33460;46;33460
5874268;5859425;374;26193;157;134;37138;164;143;45327;51;33251;47;33251
5874269;5859425;378;26441;163;139;37458;171;148;45646;53;33153;48;33153
5874270;5859425;326;22824;141;116;32667;160;125;34783;56;34383;50;34383
5874271;5859425;321;22476;141;116;32660;160;125;34777;55;33965;49;33965
5874272;5859425;315;22017;151;123;32544;166;132;34661;54;33658;48;33658
5874273;5859425;313;21933;141;119;32223;160;128;34339;56;33929;50;33929
5874274;5859425;315;22082;151;124;32555;166;133;34671;55;33259;49;33259
5874275;5859425;300;21015;151;130;32281;173;138;34397;53;33516;48;33516
5874276;5859425;294;20614;151;127;32061;166;135;34177;54;33359;49;33359
5874277;5859425;289;20224;151;132;32390;173;140;34507;56;33812;50;33812
5874278;5859425;299;20932;157;124;34125;173;145;34866;57;34052;51;34052
5874279;5859425;287;20085;157;125;33474;171;146;34216;55;33448;49;33448
5874280;5859425;300;21034;174;138;34422;186;159;35164;56;34490;50;34490
5874281;5859425;299;20939;174;137;34328;186;158;35070;56;34449;50;34449
5874282;5859425;301;21057;174;139;34446;186;160;35187;58;34800;53;34800
5874283;5859425;305;21384;174;143;34773;191;164;35515;60;35197;54;35197
5874284;5859425;313;21887;181;151;35276;202;172;36018;59;34961;53;34961
5874285;5859425;326;22801;189;164;36190;212;152;33622;60;35380;54;35380
5874286;5859425;230;16081;170;149;32218;168;159;25634;58;35427;53;35427
5874287;5859425;226;15844;166;150;25898;165;155;25398;43;22675;39;22926
5874288;5859425;223;15633;161;147;25686;163;152;25186;43;22464;39;22715
5874289;5859425;218;15226;158;142;29969;157;146;24760;43;22171;39;22422
5874290;5859425;212;14809;160;142;25367;160;142;17810;43;22539;39;22790
5874291;5859425;211;14743;157;139;22528;160;141;15678;46;23066;42;23317
5874292;5859425;204;14259;143;128;21768;146;131;22223;40;21071;36;21322
5874293;5859425;201;14057;143;125;21566;146;128;22021;42;21183;39;21434
5874294;5859425;190;13319;130;108;13952;142;121;20990;42;20902;38;21153
5874295;5859425;191;13393;133;109;14026;142;122;21064;41;21128;37;21379
5874296;5859425;175;12258;115;92;12891;128;101;12918;41;20866;37;21117
5874297;5859425;176;12302;115;93;12934;128;102;12962;43;21163;39;21414
5874298;5859425;171;11995;110;89;12628;128;97;12655;45;21548;41;19189
5874299;5859425;163;11445;110;91;17609;127;103;13051;42;18530;38;18530
5874300;5859425;160;11224;108;88;17419;119;106;19582;37;17205;33;17205
5874301;5859425;159;11147;108;88;17425;119;105;19505;40;17467;36;17467
5874302;5859425;162;11326;110;94;19727;123;106;18977;39;17239;35;17239
5874303;5859425;172;12019;116;103;21414;129;115;18506;39;17395;35;17395
5874304;5859425;171;12004;116;103;21398;127;115;18490;42;17775;38;17775
5874305;5859425;149;10441;107;89;16793;116;101;15600;36;15629;33;15629
5874306;5859425;146;10193;105;85;16545;114;97;15352;35;15753;32;15753
5874307;5859425;146;10202;105;85;16553;114;97;15360;36;16120;32;16120
5874308;5859425;138;9646;94;77;15998;110;89;14805;36;16266;33;16266
5874309;5859425;135;9449;92;75;15801;110;87;14608;34;15133;30;15133
5874310;5859425;130;9085;83;60;15815;88;72;14622;33;15125;29;15125
5874311;5859425;132;9239;87;67;15829;97;80;14636;35;14997;31;14997
5874312;5859425;117;8200;97;87;16208;106;91;8277;32;14586;29;14464
5874313;5859425;115;8046;90;75;16390;105;88;15197;33;15106;30;15106
5874314;5859425;113;7929;95;78;16088;107;95;15219;30;14130;27;14130
5874315;5859425;97;6784;88;78;16085;94;83;7080;30;14460;27;13593
5874316;5859425;95;6662;88;77;16024;91;81;6958;32;14509;29;13610
5874317;5859425;98;6850;89;80;15078;96;83;7147;32;13245;28;13245
5874318;5859425;83;5845;83;80;15090;83;83;5845;32;11911;29;11911
5874319;5859425;69;4830;69;64;11460;69;69;4830;27;11540;24;11540
5874320;5859425;66;4635;66;66;4635;66;66;4635;28;10745;25;11655
5874321;5859425;59;4109;59;59;4109;59;59;4109;28;10321;26;10321
5874322;5859425;47;3274;47;47;3274;47;47;3274;24;9847;22;9847
5874323;5859425;42;2955;42;42;2955;42;42;2955;25;9590;23;9590
5874324;5859425;39;2714;39;39;2714;39;39;2714;27;9541;25;9541
5874325;5859425;39;2762;39;39;2762;39;39;2762;24;8912;22;8912
5874326;5859425;38;2664;38;38;2664;38;38;2664;24;8724;22;8724
5874327;5859425;39;2712;39;39;2712;39;39;2712;25;8638;23;8638
5874328;5859425;41;2850;41;41;2850;41;41;2850;22;8038;20;8038
5874329;5859425;49;3456;49;49;3456;49;49;3456;24;8343;22;8343
5874330;5859425;53;3681;50;43;5428;53;43;5428;25;8064;23;8064
5874331;5859425;52;3644;50;39;5146;50;39;5146;19;5520;18;5520
5874332;5859425;55;3832;45;33;4707;49;33;4707;18;5402;16;5402
5874333;5859425;55;3883;46;30;4490;47;30;4490;18;5292;17;5292
5874334;5859425;55;3851;46;31;4229;47;30;4229;17;4716;15;4716
5874335;5859425;56;3947;46;34;4424;51;33;4424;17;4759;15;4759
5874336;5859425;56;3893;48;37;4644;52;36;4644;17;5021;15;5021
5874337;5859425;57;3979;51;39;4126;52;40;4897;17;5039;16;5039
5874338;5859425;63;4381;56;44;4528;58;44;4629;18;5076;17;5076
5874339;5859425;65;4577;59;48;5469;60;47;4825;19;5277;17;5277
5874340;5859425;69;4835;64;52;5727;63;52;5727;21;5653;19;5653
5874341;5859425;75;5242;67;57;6134;71;56;5490;20;6445;18;6445
5874342;5859425;79;5551;69;58;11337;74;62;6443;20;6463;18;6463
5874343;5859425;83;5819;73;62;11605;80;65;8468;22;6916;20;6916
5874344;5859425;87;6074;69;53;11656;78;65;7816;21;6803;19;6803
5874345;5859425;91;6362;69;53;11651;80;70;8105;23;7063;21;7063
5874346;5859425;95;6650;71;53;12182;81;68;8382;22;8885;20;8859
5874347;5859425;98;6878;71;53;12156;82;66;8268;23;8781;21;8755
5874348;5859425;103;7201;72;58;12480;83;71;8586;22;8677;20;8651
5874349;5859425;103;7226;66;45;7461;77;66;7434;20;8027;18;8027
5874350;5859425;111;7793;71;60;13126;85;71;11540;22;8641;20;8641
5874351;5859425;112;7841;69;58;11918;80;69;8299;24;8704;22;8704
5874352;5859425;116;8104;69;59;13726;80;69;8314;24;9039;22;9039
5874353;5859425;132;9219;72;63;14624;83;72;9212;21;8982;19;8982
5874354;5859425;128;8985;69;60;14390;77;68;8978;21;9225;19;9225
5874355;5859425;123;8638;68;58;14272;77;66;8860;21;9473;19;9473
5874356;5859425;127;8873;69;61;14507;81;68;12662;21;9517;19;9517
5874357;5859425;130;9132;72;64;14943;79;65;12427;22;9792;20;9792
5874358;5859425;134;9399;68;60;15900;75;61;12111;23;10093;20;10093
5874359;5859425;141;9901;75;65;14501;76;66;12505;26;11518;23;11518
5874360;5859425;148;10352;76;64;17066;84;73;12956;26;11784;23;11784
5874361;5859425;153;10727;76;65;17507;84;71;12571;27;11786;24;11786
5874362;5859425;155;10849;71;61;17199;82;71;14354;26;11844;23;11844
5874363;5859425;162;11309;77;63;17585;89;76;13187;27;12044;24;12044
5874364;5859425;163;11408;80;65;17721;90;78;13323;25;12271;23;12271
5874365;5859425;170;11896;82;67;18401;90;80;14003;28;13531;25;13535
5874366;5859425;176;12332;82;70;18888;92;83;14490;28;13588;25;13592
5874367;5859425;178;12477;82;70;18915;92;81;17561;29;13787;25;13791
5874368;5859425;184;12867;85;72;19473;96;86;17951;29;13744;26;13743
5874369;5859425;185;12965;87;74;19914;96;90;19068;29;14343;26;14347
5874370;5859425;189;13224;86;73;19855;96;89;19009;30;14632;27;14636
5874371;5859425;194;13559;86;73;20075;93;84;19150;32;14552;28;14551
5874372;5859425;198;13881;86;76;20583;96;89;19776;35;15015;31;15014
5874373;5859425;202;14120;86;76;20613;96;86;17362;33;15736;29;15087
5874374;5859425;206;14441;88;77;21830;98;88;16418;33;16122;29;16111
5874375;5859425;208;14583;86;73;21565;94;82;22702;32;15943;28;15950
5874376;5859425;213;14876;86;72;21429;91;79;22546;32;16279;28;16286
5874377;5859425;216;15151;88;75;21695;94;78;22462;33;16601;29;16609
5874378;5859425;223;15616;91;75;21412;93;80;21412;35;16616;30;16624
5874379;5859425;225;15755;91;75;21359;93;80;21359;36;17483;32;17491
5874380;5859425;228;15956;91;75;21375;93;80;21375;36;17016;31;17024
5874381;5859425;231;16196;95;79;23829;100;86;19416;37;17063;31;17070
5874382;5859425;237;16596;95;79;22291;103;86;19953;39;17400;34;17407
5874383;5859425;239;16747;99;83;24438;101;90;24441;37;17487;32;17495
5874384;5859425;242;16953;100;86;24644;106;93;24647;39;17865;33;17873
5874385;5859425;251;17550;106;90;25418;110;98;25421;38;19879;33;19894
5874386;5859425;257;17959;105;87;26313;114;103;26313;37;19612;32;19627
5874387;5859425;263;18431;106;90;26498;116;103;25198;36;19694;32;19708
5874388;5859425;267;18682;113;105;26748;120;107;25448;37;19947;32;19961
5874389;5859425;277;19372;106;86;27149;112;100;32868;38;20324;34;20339
5874390;5859425;278;19456;104;87;27451;111;98;32728;37;22445;32;22460
5874391;5859425;282;19715;104;88;27470;111;98;23166;41;20724;36;22951
5874392;5859425;286;20036;105;87;27786;116;96;23264;41;21047;36;23274
5874393;5859425;291;20393;113;100;24101;122;101;24101;41;21425;36;23651
5874394;5859425;296;20733;114;98;23964;119;98;23964;41;23727;36;23655
5874395;5859425;296;20688;113;98;23923;116;98;23923;42;21731;36;23958
5874396;5859425;301;21099;114;98;24299;119;98;24299;43;24049;38;24064
5874397;5859425;317;22208;130;107;25525;142;109;25525;44;25072;38;25087
5874398;5859425;317;22163;130;107;25480;142;109;25480;45;25186;39;25201
5874399;5859425;323;22640;131;114;25956;142;116;25956;46;25526;40;25541
5874400;5859425;336;23526;140;122;26916;146;123;26916;47;25912;41;25926
5874401;5859425;337;23572;140;122;26962;146;123;26962;48;24653;43;24668
5874402;5859425;343;23987;150;128;27378;151;129;27378;50;25076;44;25090
5874403;5859425;347;24304;151;133;27695;151;134;27695;49;25385;44;25400
5874404;5859425;350;24476;155;135;27866;153;136;27866;49;25617;44;25631
5874405;5859425;353;24731;159;139;28122;157;143;33451;52;26031;46;26046
5874406;5859425;357;25018;164;143;28409;163;138;28682;56;26282;50;26296
5874407;5859425;362;25362;164;148;28753;163;143;29026;58;26700;52;26714
5874408;5859425;370;25886;191;165;33673;166;137;28616;59;26817;53;26831
5876113;5859425;386;27019;151;131;37728;158;140;45917;60;35628;54;35628
5876114;5859425;387;27122;147;119;36848;150;128;45037;59;35440;52;35440
5876115;5859425;384;26876;143;115;36603;150;124;44792;56;35059;50;35059
5876116;5859425;382;26747;141;131;37349;149;122;44663;58;35150;51;35150
5876117;5859425;390;27326;149;122;37053;151;131;45242;59;35636;52;35636
5876118;5859425;391;27381;153;122;37108;153;131;45296;56;34196;50;34196
5876119;5859425;379;26548;137;126;36143;145;117;43457;54;33769;47;33769
5876120;5859425;382;26709;137;125;36082;145;116;43396;54;33604;48;33604
5876121;5859425;386;27050;139;130;36422;147;121;43736;57;33973;51;33973
5876122;5859425;389;27260;143;115;35758;150;124;43946;56;33904;51;33904
5876123;5859425;378;26452;163;139;37475;171;148;45664;53;33557;49;33557
5876124;5859425;372;26060;165;143;37771;173;152;45959;50;33114;46;33114
5876125;5859425;369;25845;163;140;37514;171;149;45702;50;32858;46;32858
5876126;5859425;370;25889;167;144;37809;173;153;45998;52;32917;48;32917
5876127;5859425;322;22545;146;120;32996;160;129;35112;56;34014;50;34014
5876128;5859425;318;22268;141;117;32126;160;126;34243;53;33609;48;33609
5876129;5859425;319;22333;141;115;31938;160;124;34054;53;33391;48;33391
5876130;5859425;311;21737;151;122;32436;166;131;34552;53;33116;47;33116
5876131;5859425;309;21663;151;123;31767;166;131;33884;52;32835;47;32835
5876132;5859425;298;20854;151;125;31881;166;133;33998;56;33328;50;33328
5876133;5859425;287;20061;157;124;34130;171;145;34871;57;33911;51;33911
5876134;5859425;283;19793;151;134;31807;171;142;33924;53;33073;47;33073
5876135;5859425;283;19820;151;134;31834;171;142;33950;54;33385;49;33385
5876136;5859425;300;20978;174;138;34367;186;159;35108;54;33589;49;33589
5876137;5859425;295;20670;174;133;34059;183;154;34801;56;34229;50;34229
5876138;5859425;296;20717;174;134;34106;183;155;34848;57;34305;51;34305
5876139;5859425;299;20964;174;137;34353;186;158;35095;56;34551;50;34551
5876140;5859425;-1;-1;-1;-1;-1;-1;-1;-1;56;34788;50;34788
5876141;5859425;-1;-1;-1;-1;-1;-1;-1;-1;57;35160;51;35160
5876142;5859425;245;17138;159;139;31527;163;149;24943;60;35561;55;35561
5876143;5859425;229;16054;170;149;32191;168;158;25607;47;22914;43;23165
5876144;5859425;227;15870;158;135;31224;159;144;24640;44;22498;39;22749
5876145;5859425;222;15550;157;138;29718;155;142;24508;43;21842;39;22093
5876146;5859425;215;15017;157;139;29762;155;143;24553;47;22811;43;23061
5876147;5859425;214;15005;158;142;29992;159;146;24783;45;23029;41;23280
5876148;5859425;200;13983;143;124;21492;146;127;21947;40;20961;36;21212
5876149;5859425;197;13805;143;122;21314;144;124;21769;41;20791;37;21042
5876150;5859425;187;13116;130;105;13749;136;118;20787;39;20693;35;20944
5876151;5859425;183;12821;117;100;13454;132;113;20492;39;20471;36;20722
5876152;5859425;178;12426;115;95;13058;121;103;19791;39;20358;36;20609
5876153;5859425;181;12686;115;99;13319;125;106;20026;42;20717;38;20967
5876154;5859425;209;14640;148;130;32240;150;132;22306;43;21182;40;21433
5876155;5859425;209;14619;148;129;32219;150;132;22285;41;20972;37;21223
5876156;5859425;163;11419;106;86;17265;120;105;17706;37;17223;33;17223
5876157;5859425;162;11355;103;83;17070;119;102;17510;37;16997;33;16997
5876158;5859425;162;11351;103;83;17065;119;102;17506;39;16860;35;16860
5876159;5859425;168;11748;108;89;17462;127;105;14324;40;17629;36;17629
5876160;5859425;168;11782;108;89;17497;127;106;14359;36;15797;32;15797
5876161;5859425;145;10135;101;81;17535;110;94;16365;35;15508;31;15508
5876162;5859425;144;10093;103;84;16445;110;96;15252;35;15664;31;15664
5876163;5859425;141;9879;103;86;18205;110;93;15038;37;15517;33;15517
5876164;5859425;135;9469;92;75;15821;110;87;14628;34;14944;30;14944
5876165;5859425;133;9342;92;73;15693;107;85;14500;33;14868;30;14868
5876166;5859425;129;9018;83;60;15357;92;73;14164;32;14521;28;14521
5876167;5859425;128;8967;83;63;15557;94;76;14364;36;14636;32;14514
5876168;5859425;121;8470;102;91;16478;108;95;8547;32;14611;29;14490
5876169;5859425;128;8979;91;71;16150;107;84;14957;31;14761;28;14761
5876170;5859425;112;7860;92;79;16081;106;91;14888;30;14009;28;14009
5876171;5859425;125;8744;109;89;16903;121;106;14968;29;14128;27;14128
5876172;5859425;101;7100;92;74;15852;100;87;7397;33;14457;30;13854
5876173;5859425;92;6429;91;85;12874;92;92;6429;32;14520;28;13584
5876174;5859425;88;6147;88;85;15391;88;88;6147;28;11756;25;11756
5876175;5859425;65;4563;65;65;4563;65;65;4563;26;11353;23;11353
5876176;5859425;63;4418;63;63;4418;63;63;4418;28;11454;25;11454
5876177;5859425;70;4888;69;62;11326;70;70;4888;29;11473;26;11473
5876178;5859425;47;3304;47;47;3304;47;47;3304;27;9836;25;9836
5876179;5859425;46;3185;46;46;3185;46;46;3185;24;9472;22;9472
5876180;5859425;46;3238;46;46;3238;46;46;3238;26;9277;24;9277
5876181;5859425;44;3111;44;44;3111;44;44;3111;25;8952;23;8952
5876182;5859425;45;3134;45;45;3134;45;45;3134;22;8521;20;8521
5876183;5859425;44;3091;44;44;3091;44;44;3091;24;8389;22;8389
5876184;5859425;44;3080;44;44;3080;44;44;3080;22;7995;20;7995
5876185;5859425;49;3446;49;49;3446;49;49;3446;24;8311;22;8311
5876186;5859425;65;4570;65;57;8169;65;63;8036;24;8015;22;8015
5876187;5859425;57;3968;53;42;5329;56;42;5329;19;6371;17;6371
5876188;5859425;58;4036;48;36;4912;53;36;4912;18;5420;16;5420
5876189;5859425;60;4197;50;39;5466;55;38;5466;21;5555;19;5555
5876190;5859425;58;4094;49;36;4535;52;35;4535;17;5576;16;5576
5876191;5859425;59;4121;49;36;4561;52;35;4561;18;5634;16;5634
5876192;5859425;61;4296;53;45;5164;56;43;4544;18;5510;16;5510
5876193;5859425;60;4226;54;43;5086;57;42;4474;18;4894;16;4894
5876194;5859425;62;4354;55;44;5172;57;44;4602;18;5147;16;5147
5876195;5859425;72;5005;64;54;5694;62;53;6172;21;5814;19;5814
5876196;5859425;71;4979;66;54;5871;66;53;5227;25;6288;23;6288
5876197;5859425;74;5149;64;56;5840;66;55;7019;20;5849;18;5849
5876198;5859425;78;5453;68;59;11407;72;59;7381;20;6588;18;6588
5876199;5859425;84;5895;74;60;11023;78;57;7259;21;6611;19;6611
5876200;5859425;88;6191;71;58;11702;82;58;7310;25;7243;23;7243
5876201;5859425;97;6785;72;58;12289;87;75;8869;24;7390;21;7390
5876202;5859425;101;7087;75;56;12375;88;69;8441;24;9049;22;9023
5876203;5859425;101;7094;72;56;12382;82;69;8468;23;8712;21;8686
5876204;5859425;103;7210;71;58;12947;82;71;8589;21;8377;19;8351
5876205;5859425;107;7516;69;56;12848;81;69;8947;24;8417;22;8417
5876206;5859425;111;7798;71;60;13131;86;73;11662;23;8506;21;8506
5876207;5859425;115;8045;79;64;13378;91;76;11902;21;8667;19;8667
5876208;5859425;119;8337;72;62;13958;86;72;8546;31;9123;29;9123
5876209;5859425;120;8408;72;63;14030;89;72;11601;34;9315;32;10677
5876210;5859425;128;8961;69;59;14366;77;68;8954;22;9678;20;9678
5876211;5859425;129;9023;66;45;9128;76;66;9101;23;9731;20;9731
5876212;5859425;132;9212;63;44;9065;75;65;9038;26;10236;23;10236
5876213;5859425;136;9532;69;61;15074;80;69;12136;24;10671;21;10671
5876214;5859425;138;9653;71;63;15194;80;66;11899;23;10349;21;10349
5876215;5859425;140;9801;72;64;16195;80;65;12406;23;10522;20;10522
5876216;5859425;145;10173;76;68;17282;84;70;12777;27;11843;24;11857
5876217;5859425;149;10443;72;63;17043;81;71;12372;27;11437;24;11437
5876218;5859425;160;11230;82;67;17603;89;79;13205;27;11613;24;11613
5876219;5859425;159;11162;80;66;17767;89;79;13369;27;12186;24;12186
5876220;5859425;164;11453;77;62;17896;89;76;13498;33;12464;29;12464
5876221;5859425;169;11858;77;63;18140;89;76;13742;27;13750;24;13754
5876222;5859425;178;12485;82;68;18765;92;81;14367;27;13287;24;13286
5876223;5859425;177;12374;82;66;18654;90;79;14256;27;13294;24;13293
5876224;5859425;179;12558;82;68;19213;91;81;14815;29;13786;25;13830
5876225;5859425;183;12820;82;69;19264;91;82;14866;29;13824;26;13867
5876226;5859425;187;13115;82;68;19528;91;82;15130;30;14073;26;13916
5876227;5859425;192;13420;83;71;19896;91;82;15506;31;14335;27;14334
5876228;5859425;195;13631;86;72;20324;92;82;15530;31;14543;27;14542
5876229;5859425;198;13888;86;73;20377;92;82;15793;31;15880;28;15887
5876230;5859425;203;14189;86;75;21562;92;83;16088;31;15774;27;15763
5876231;5859425;206;14415;86;72;21309;91;79;22506;31;15721;27;15729
5876232;5859425;210;14703;83;70;21197;90;76;22285;32;16011;28;15773
5876233;5859425;215;15051;84;69;22147;88;74;22147;34;16203;30;16210
5876234;5859425;218;15295;87;75;22002;90;75;22257;34;16423;30;16431
5876235;5859425;222;15566;88;73;22449;94;78;22449;35;16550;30;16557
5876236;5859425;226;15788;93;78;22773;96;83;22773;35;16575;31;16583
5876237;5859425;229;16015;95;77;23738;99;87;20674;35;16839;30;16847
5876238;5859425;232;16247;95;79;24200;102;90;20515;36;17108;31;17116
5876239;5859425;240;16767;99;83;24461;104;90;24464;37;19462;32;17585
5876240;5859425;244;17096;99;84;24963;104;92;24966;37;19482;32;19496
5876241;5859425;263;18385;105;86;26206;112;102;26206;38;19807;33;19822
5876242;5859425;260;18220;100;84;26054;110;100;26054;36;19299;32;19314
5876243;5859425;262;18331;105;88;26379;116;104;26379;37;19659;33;19673
5876244;5859425;268;18786;107;88;26589;114;103;26589;34;20011;30;20026
5876245;5859425;272;19030;102;85;27117;112;100;32873;40;20361;35;20376
5876246;5859425;276;19310;106;91;25963;111;96;23081;39;20705;34;22932
5876247;5859425;280;19567;105;91;26497;108;93;22874;40;20955;34;23182
5876248;5859425;284;19849;106;88;27765;113;96;23180;40;20999;35;23226
5876249;5859425;287;20105;108;90;28011;117;99;23490;41;20835;36;23562
